Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score,Stress_Num,Risk_Index,Risk_Level,En_Riesgo,Usage_Level,Sleep_Deficit,Unlocks_Per_Hour,Study_Usage_Ratio
20,Female,Other,Undergraduate,LinkedIn,Education,3.4,133,5.6,2.4,7.6,Low,7.9,0,0.197,Bajo,False,Bajo,False,39.1,1.65
22,Female,Other,Undergraduate,YouTube,Education,2.2,84,6.0,2.1,8.7,Low,9.0,0,0.117,Bajo,False,Bajo,False,38.2,2.73
21,Male,Poland,Undergraduate,Facebook,Networking,3.9,153,5.3,2.1,8.0,High,6.9,2,0.49,Medio,False,Moderado,False,39.2,1.36
19,Female,Japan,Undergraduate,LINE,Entertainment,3.6,123,5.0,2.2,8.1,Medium,7.7,1,0.345,Bajo,False,Bajo,False,34.2,1.39
20,Female,Brazil,Undergraduate,TikTok,Entertainment,5.7,186,2.4,1.5,7.0,High,5.8,2,0.674,Medio,False,Alto,False,32.6,0.42
22,Female,India,Undergraduate,Instagram,Entertainment,8.2,273,1.0,0.6,5.9,Very High,5.5,3,0.861,Alto,True,Muy alto,True,33.3,0.12
23,Male,Other,Graduate,LinkedIn,Education,7.8,250,1.2,0.3,5.2,Very High,6.0,3,0.824,Alto,True,Muy alto,True,32.1,0.15
19,Female,Other,Undergraduate,YouTube,Education,8.1,250,0.9,1.7,6.0,Very High,5.0,3,0.894,Alto,True,Muy alto,False,30.9,0.11
22,Male,Other,Undergraduate,Facebook,Networking,5.4,182,3.1,2.5,6.7,Medium,6.5,1,0.494,Medio,False,Alto,False,33.7,0.57
20,Female,Australia,Undergraduate,Facebook,Networking,4.6,150,5.1,2.1,7.5,Medium,7.0,1,0.381,Bajo,False,Moderado,False,32.6,1.11
19,Male,India,Undergraduate,YouTube,Education,6.2,172,2.1,1.4,5.7,High,6.7,2,0.635,Medio,False,Alto,True,27.7,0.34
19,Female,Other,Undergraduate,YouTube,Education,7.0,230,1.0,1.7,6.0,Very High,5.0,3,0.89,Alto,True,Muy alto,False,32.9,0.14
20,Female,Other,Undergraduate,Twitter,News,6.6,227,1.3,1.2,5.1,High,5.5,2,0.738,Medio,False,Muy alto,True,34.4,0.2
19,Female,Japan,Undergraduate,LINE,Networking,2.4,93,5.5,2.1,8.9,Low,8.0,0,0.196,Bajo,False,Bajo,False,38.8,2.29
20,Female,France,Undergraduate,Instagram,Entertainment,3.8,122,4.1,2.6,9.1,Low,7.2,0,0.3,Bajo,False,Bajo,False,32.1,1.08
20,Male,Other,Undergraduate,LinkedIn,Education,1.9,89,5.1,2.5,7.5,Low,7.6,0,0.236,Bajo,False,Bajo,False,46.8,2.68
19,Female,India,Undergraduate,WhatsApp,News,6.8,230,1.9,1.5,6.1,Very High,5.0,3,0.852,Alto,True,Muy alto,False,33.8,0.28
21,Male,Italy,Undergraduate,Instagram,Entertainment,5.2,186,2.2,0.8,7.4,High,5.0,2,0.729,Medio,False,Alto,False,35.8,0.42
22,Male,Russia,Undergraduate,VKontakte,Entertainment,4.7,154,2.2,1.7,7.5,High,6.8,2,0.625,Medio,False,Moderado,False,32.8,0.47
22,Male,Germany,Undergraduate,Facebook,Networking,3.5,129,4.3,2.1,7.9,Medium,7.8,1,0.369,Bajo,False,Bajo,False,36.9,1.23
19,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.2,121,4.4,2.7,9.6,Low,7.8,0,0.253,Bajo,False,Bajo,False,55.0,2.0
24,Male,USA,Graduate,Facebook,Networking,5.0,155,3.7,1.4,7.3,High,6.2,2,0.597,Medio,False,Moderado,False,31.0,0.74
19,Male,Nepal,Undergraduate,TikTok,Entertainment,3.8,162,4.6,1.3,7.9,Medium,6.9,1,0.408,Bajo,False,Bajo,False,42.6,1.21
22,Male,Russia,Undergraduate,VKontakte,Networking,4.4,167,4.5,2.7,7.5,High,7.1,2,0.512,Medio,False,Moderado,False,38.0,1.02
21,Male,USA,Undergraduate,Snapchat,Entertainment,4.0,126,5.3,2.8,7.1,Low,7.4,0,0.239,Bajo,False,Moderado,False,31.5,1.32
18,Male,Other,High School,LinkedIn,Education,7.1,219,1.0,1.4,5.8,Very High,4.8,3,0.902,Alto,True,Muy alto,True,30.8,0.14
21,Male,Poland,Undergraduate,Facebook,Networking,4.0,145,5.0,2.0,8.5,Medium,7.1,1,0.38,Bajo,False,Moderado,False,36.2,1.25
24,Female,Other,Graduate,Twitter,News,3.1,115,5.1,1.7,8.0,Medium,8.1,1,0.318,Bajo,False,Bajo,False,37.1,1.65
20,Male,Other,Undergraduate,LinkedIn,Education,8.1,257,1.0,0.8,5.6,Very High,5.7,3,0.85,Alto,True,Muy alto,True,31.7,0.12
22,Male,India,Undergraduate,Snapchat,Entertainment,6.2,198,2.9,2.2,4.5,Very High,5.6,3,0.776,Alto,True,Alto,True,31.9,0.47
20,Male,USA,Undergraduate,LinkedIn,Education,2.6,92,5.3,1.9,7.7,Low,8.9,0,0.152,Bajo,False,Bajo,False,35.4,2.04
23,Female,Other,Graduate,YouTube,Education,4.6,171,3.3,2.2,7.2,High,5.8,2,0.637,Medio,False,Moderado,False,37.2,0.72
20,Male,Germany,Undergraduate,YouTube,Education,4.3,173,4.1,1.7,6.1,High,6.7,2,0.551,Medio,False,Moderado,False,40.2,0.95
22,Male,Turkey,Undergraduate,TikTok,Entertainment,4.1,151,2.8,2.5,7.8,Medium,6.1,1,0.529,Medio,False,Moderado,False,36.8,0.68
24,Female,Other,Graduate,Instagram,Entertainment,2.1,103,7.2,3.5500000000000003,8.1,Low,8.7,0,0.084,Bajo,False,Bajo,False,49.0,3.43
21,Male,Maldives,Undergraduate,TikTok,Entertainment,4.6,150,3.0,2.2,4.2,High,6.2,2,0.626,Medio,False,Moderado,True,32.6,0.65
19,Male,USA,Undergraduate,Twitter,News,4.8,181,3.6,1.7,7.7,High,6.6,2,0.578,Medio,False,Moderado,False,37.7,0.75
19,Female,Japan,Undergraduate,LINE,Entertainment,3.8,147,4.6,2.7,8.1,Medium,8.2,1,0.333,Bajo,False,Bajo,False,38.7,1.21
22,Male,Germany,Undergraduate,Instagram,Entertainment,4.1,158,3.3,2.0,7.8,Medium,8.1,1,0.393,Bajo,False,Moderado,False,38.5,0.8
20,Female,Paraguay,Undergraduate,TikTok,Entertainment,4.5,181,3.5,1.8,6.0,High,5.9,2,0.623,Medio,False,Moderado,False,40.2,0.78
21,Male,Turkey,Undergraduate,Instagram,Entertainment,5.5,168,2.8,2.2,7.0,Very High,5.8,3,0.769,Alto,True,Alto,False,30.5,0.51
22,Female,USA,Undergraduate,YouTube,Education,6.7,226,1.6,1.0,5.2,Very High,5.0,3,0.865,Alto,True,Muy alto,True,33.7,0.24
20,Female,France,Undergraduate,Instagram,Entertainment,2.6,104,5.3,2.4,9.4,Low,7.0,0,0.262,Bajo,False,Bajo,False,40.0,2.04
19,Female,Other,Undergraduate,YouTube,Education,2.8,105,6.8,1.5,7.3,Medium,8.7,1,0.212,Bajo,False,Bajo,False,37.5,2.43
20,Female,India,Undergraduate,Instagram,Entertainment,4.4,145,3.8,0.9,4.9,High,6.0,2,0.604,Medio,False,Moderado,True,33.0,0.86
20,Female,UK,Undergraduate,TikTok,Entertainment,7.0,207,1.2,1.2,5.9,Very High,4.0,3,0.939,Alto,True,Muy alto,True,29.6,0.17
22,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.6,217,1.1,0.6,6.2,Very High,6.4,3,0.806,Alto,True,Muy alto,False,32.9,0.17
21,Female,India,Undergraduate,Instagram,Entertainment,5.8,197,3.1,1.6,5.7,High,6.0,2,0.634,Medio,False,Alto,True,34.0,0.53
24,Male,USA,Graduate,Facebook,Networking,5.1,155,3.9,1.4,7.3,High,6.4,2,0.577,Medio,False,Alto,False,30.4,0.76
19,Female,Other,Undergraduate,TikTok,Entertainment,7.8,260,1.1,1.7,5.4,Very High,5.6,3,0.852,Alto,True,Muy alto,True,33.3,0.14
21,Male,Italy,Undergraduate,TikTok,Entertainment,4.5,160,3.8,2.1,6.8,High,5.4,2,0.639,Medio,False,Moderado,False,35.6,0.84
18,Male,Other,High School,YouTube,Education,5.9,189,2.3,1.8,5.8,High,4.2,2,0.771,Alto,True,Alto,True,32.0,0.39
19,Female,France,Undergraduate,Instagram,Entertainment,3.2,121,4.5,1.6,8.3,Medium,6.8,1,0.418,Bajo,False,Bajo,False,37.8,1.41
23,Male,India,Graduate,Snapchat,Entertainment,5.7,191,1.0,1.2,6.3,High,5.3,2,0.762,Medio,False,Alto,False,33.5,0.18
20,Female,Australia,Undergraduate,Facebook,Networking,4.0,151,2.7,1.7,8.0,Medium,7.2,1,0.47,Bajo,False,Moderado,False,37.8,0.68
22,Male,Russia,Undergraduate,VKontakte,News,4.2,154,2.9,1.2,7.0,Very High,6.7,3,0.713,Medio,False,Moderado,False,36.7,0.69
24,Male,Other,Graduate,TikTok,Entertainment,3.4,110,4.6,2.3,7.7,Medium,7.8,1,0.356,Bajo,False,Bajo,False,32.4,1.35
19,Male,Other,Undergraduate,Snapchat,Entertainment,2.6,97,6.8,2.7,7.9,Low,9.2,0,0.072,Bajo,False,Bajo,False,37.3,2.62
20,Male,India,Undergraduate,Instagram,Entertainment,7.5,242,0.8,0.4,5.4,Very High,4.3,3,0.939,Alto,True,Muy alto,True,32.3,0.11
22,Female,India,Undergraduate,Instagram,Entertainment,5.7,208,1.6,2.2,6.4,Very High,6.3,3,0.79,Alto,True,Alto,False,36.5,0.28
19,Female,Japan,Undergraduate,LINE,Education,3.3,124,4.7,2.3,8.4,Low,8.0,0,0.229,Bajo,False,Bajo,False,37.6,1.42
23,Male,India,Graduate,Snapchat,Entertainment,5.8,191,0.5,1.4,6.2,High,5.0,2,0.8,Alto,True,Alto,False,32.9,0.09
22,Female,Other,Undergraduate,LinkedIn,Education,3.7,137,5.0,1.9,6.2,High,7.0,2,0.496,Medio,False,Bajo,False,37.0,1.35
23,Male,Other,Graduate,TikTok,Entertainment,5.4,174,1.3,2.2,7.3,Medium,6.9,1,0.546,Medio,False,Alto,False,32.2,0.24
21,Male,UK,Undergraduate,Facebook,Networking,4.8,168,3.1,2.2,6.2,Medium,6.2,1,0.511,Medio,False,Moderado,False,35.0,0.65
19,Female,Japan,Undergraduate,LINE,Networking,3.8,150,3.7,1.5,7.9,Medium,8.0,1,0.382,Bajo,False,Bajo,False,39.5,0.97
22,Female,Other,Undergraduate,Instagram,Entertainment,4.6,148,3.1,2.0,7.0,High,6.7,2,0.593,Medio,False,Moderado,False,32.2,0.67
18,Male,Indonesia,High School,TikTok,Entertainment,5.3,187,3.7,1.0,5.5,Very High,5.1,3,0.771,Alto,True,Alto,True,35.3,0.7
19,Female,Other,Undergraduate,Twitter,News,6.2,220,0.6,1.6,5.3,Very High,4.6,3,0.93,Alto,True,Alto,True,35.5,0.1
18,Male,Argentina,High School,TikTok,Entertainment,5.9,199,2.0,1.8,4.9,High,4.6,2,0.76,Medio,False,Alto,True,33.7,0.34
18,Male,Australia,High School,Twitter,News,4.2,154,4.3,1.8,7.2,Medium,6.2,1,0.461,Bajo,False,Moderado,False,36.7,1.02
22,Male,Afghanistan,Undergraduate,LinkedIn,Education,2.6,132,4.2,3.5500000000000003,6.8,Medium,7.1,1,0.413,Bajo,False,Bajo,False,50.8,1.62
19,Male,Other,Undergraduate,YouTube,Education,7.9,240,0.9,1.1,4.2,Very High,6.0,3,0.837,Alto,True,Muy alto,True,30.4,0.11
20,Female,France,Undergraduate,Instagram,Entertainment,4.6,171,3.2,1.9,7.4,High,6.9,2,0.578,Medio,False,Moderado,False,37.2,0.7
21,Male,Australia,Undergraduate,TikTok,Entertainment,6.9,231,1.4,0.5,4.7,Very High,5.4,3,0.85,Alto,True,Muy alto,True,33.5,0.2
19,Female,Germany,Undergraduate,Snapchat,Entertainment,5.5,183,1.9,0.5,7.1,Medium,5.9,1,0.579,Medio,False,Alto,False,33.3,0.35
20,Female,Other,Undergraduate,LinkedIn,Education,7.5,232,2.2,1.4,5.7,Very High,4.2,3,0.886,Alto,True,Muy alto,True,30.9,0.29
21,Male,Other,Undergraduate,YouTube,Education,5.3,179,2.7,1.6,6.4,High,6.6,2,0.616,Medio,False,Alto,False,33.8,0.51
21,Female,Other,Undergraduate,Facebook,Networking,3.9,115,3.3,3.5,7.3,Medium,9.2,1,0.33,Bajo,False,Moderado,False,29.5,0.85
23,Female,Other,Graduate,Instagram,Entertainment,3.9,159,3.2,1.9,7.2,Medium,7.9,1,0.409,Bajo,False,Moderado,False,40.8,0.82
18,Female,Other,High School,Twitter,News,5.9,197,1.8,1.2,4.8,High,5.4,2,0.723,Medio,False,Alto,True,33.4,0.31
22,Male,Germany,Undergraduate,Instagram,Entertainment,3.7,158,3.5,2.1,8.1,Medium,7.9,1,0.396,Bajo,False,Bajo,False,42.7,0.95
21,Male,Other,Undergraduate,Instagram,Entertainment,7.7,249,0.6,1.0,5.6,Very High,4.8,3,0.918,Alto,True,Muy alto,True,32.3,0.08
22,Male,Maldives,Undergraduate,TikTok,Entertainment,5.3,187,3.3,2.6,5.2,Very High,5.9,3,0.742,Medio,False,Alto,True,35.3,0.62
21,Male,Denmark,Undergraduate,Facebook,Networking,4.2,149,2.5,2.1,7.8,High,8.0,2,0.544,Medio,False,Moderado,False,35.5,0.6
21,Male,Italy,Undergraduate,Instagram,Entertainment,5.5,186,2.1,1.2,6.6,High,4.6,2,0.756,Medio,False,Alto,False,33.8,0.38
19,Male,Lebanon,Undergraduate,YouTube,Education,5.7,172,0.9,2.0,5.3,Very High,5.1,3,0.889,Alto,True,Alto,True,30.2,0.16
19,Female,USA,Undergraduate,YouTube,Education,5.4,170,3.5,2.2,6.7,High,6.8,2,0.571,Medio,False,Alto,False,31.5,0.65
20,Male,Other,Undergraduate,Twitter,News,3.1,103,6.3,2.3,8.0,Medium,7.2,1,0.319,Bajo,False,Bajo,False,33.2,2.03
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.6,165,4.6,1.6,8.0,Medium,6.6,1,0.425,Bajo,False,Moderado,False,35.9,1.0
23,Male,Other,Graduate,YouTube,Education,3.2,120,5.3,2.9,7.8,Medium,7.1,1,0.367,Bajo,False,Bajo,False,37.5,1.66
22,Female,Other,Undergraduate,TikTok,Entertainment,7.3,228,1.2,0.2,4.6,Very High,5.8,3,0.836,Alto,True,Muy alto,True,31.2,0.16
21,Male,UK,Undergraduate,TikTok,Entertainment,5.8,198,2.4,1.3,6.4,High,5.9,2,0.669,Medio,False,Alto,False,34.1,0.41
20,Female,France,Undergraduate,Instagram,Entertainment,3.1,138,2.6,2.2,9.0,Low,7.0,0,0.375,Bajo,False,Bajo,False,44.5,0.84
20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.2,87,4.6,2.0,9.4,Low,8.2,0,0.222,Bajo,False,Bajo,False,39.5,2.09
21,Male,Other,Undergraduate,Facebook,Networking,5.0,171,3.2,1.5,7.1,Medium,6.3,1,0.501,Medio,False,Moderado,False,34.2,0.64
19,Male,Other,Undergraduate,Instagram,Entertainment,2.2,83,5.6,3.2,7.4,Medium,7.9,1,0.308,Bajo,False,Bajo,False,37.7,2.55
22,Male,Denmark,Undergraduate,Facebook,Networking,2.3,110,4.7,2.9,9.6,Low,8.1,0,0.224,Bajo,False,Bajo,False,47.8,2.04
21,Male,Turkey,Undergraduate,Instagram,Entertainment,4.8,146,3.8,2.1,7.9,Medium,6.1,1,0.487,Medio,False,Moderado,False,30.4,0.79
21,Female,Other,Undergraduate,Snapchat,Entertainment,5.0,165,1.4,1.2,6.3,High,6.5,2,0.676,Medio,False,Moderado,False,33.0,0.28
22,Male,Other,Undergraduate,Snapchat,Entertainment,6.4,186,2.0,2.4,5.4,Very High,4.1,3,0.9,Alto,True,Muy alto,True,29.1,0.31
21,Male,Italy,Undergraduate,Instagram,Entertainment,5.8,177,3.9,1.4,6.9,High,6.2,2,0.589,Medio,False,Alto,False,30.5,0.67
22,Male,India,Undergraduate,Facebook,Networking,5.0,160,2.6,0.2,8.5,Medium,7.0,1,0.486,Medio,False,Moderado,False,32.0,0.52
23,Male,Australia,Graduate,Snapchat,Entertainment,7.5,228,1.3,1.1,6.0,Very High,4.0,3,0.935,Alto,True,Muy alto,False,30.4,0.17
20,Female,USA,Undergraduate,TikTok,Entertainment,7.1,213,1.3,1.0,5.6,Very High,4.8,3,0.889,Alto,True,Muy alto,True,30.0,0.18
20,Female,Spain,Undergraduate,TikTok,Entertainment,4.5,166,1.9,2.4,7.5,High,6.0,2,0.684,Medio,False,Moderado,False,36.9,0.42
22,Male,Denmark,Undergraduate,Facebook,Networking,2.9,98,5.9,2.4,9.5,Low,8.1,0,0.173,Bajo,False,Bajo,False,33.8,2.03
20,Female,Moldova,Undergraduate,Instagram,Entertainment,5.8,196,2.1,2.5,5.4,Very High,5.3,3,0.827,Alto,True,Alto,True,33.8,0.36
21,Male,Denmark,Undergraduate,Facebook,Networking,3.4,116,5.7,2.6,8.8,Medium,8.1,1,0.293,Bajo,False,Bajo,False,34.1,1.68
21,Female,USA,Undergraduate,Facebook,Networking,3.9,123,4.6,3.0,7.1,Medium,8.3,1,0.327,Bajo,False,Moderado,False,31.5,1.18
19,Female,Singapore,Undergraduate,TikTok,Entertainment,5.4,196,3.0,2.2,6.3,High,5.8,2,0.649,Medio,False,Alto,False,36.3,0.56
19,Female,Brazil,Undergraduate,WhatsApp,Networking,5.5,179,1.4,1.5,6.3,Very High,6.0,3,0.816,Alto,True,Alto,False,32.5,0.25
20,Male,Other,Undergraduate,Twitter,News,3.0,123,4.5,1.8,7.9,Medium,7.1,1,0.401,Bajo,False,Bajo,False,41.0,1.5
24,Male,Other,Graduate,Twitter,News,8.3,232,1.2,0.9,5.9,Very High,5.0,3,0.882,Alto,True,Muy alto,True,28.0,0.14
24,Male,India,Graduate,LinkedIn,Education,8.3,236,1.2,0.8,5.2,Very High,4.9,3,0.888,Alto,True,Muy alto,True,28.4,0.14
24,Female,Canada,Graduate,Facebook,Networking,5.7,181,2.7,1.3,5.6,High,4.1,2,0.76,Medio,False,Alto,True,31.8,0.47
18,Female,Other,High School,LinkedIn,Education,2.4,99,5.3,2.7,7.4,Low,7.4,0,0.239,Bajo,False,Bajo,False,41.2,2.21
24,Male,Other,Graduate,LinkedIn,Education,4.1,137,2.2,1.3,8.0,High,7.0,2,0.614,Medio,False,Moderado,False,33.4,0.54
20,Female,South Korea,Undergraduate,KakaoTalk,News,5.3,164,2.4,1.7,6.5,Medium,5.9,1,0.558,Medio,False,Alto,False,30.9,0.45
19,Female,Russia,Undergraduate,Instagram,Entertainment,6.8,204,1.4,1.5,5.7,Very High,4.4,3,0.908,Alto,True,Muy alto,True,30.0,0.21
19,Female,Qatar,Undergraduate,TikTok,Entertainment,5.1,150,1.1,1.0,5.9,High,5.5,2,0.746,Medio,False,Alto,True,29.4,0.22
21,Male,India,Undergraduate,LinkedIn,Education,4.4,151,3.5,1.6,7.4,Medium,6.7,1,0.465,Bajo,False,Moderado,False,34.3,0.8
23,Female,Other,Graduate,Twitter,News,6.0,223,0.8,2.2,5.3,High,4.5,2,0.816,Alto,True,Alto,True,37.2,0.13
21,Male,India,Undergraduate,Facebook,Networking,7.3,221,1.1,1.6,5.5,Very High,4.1,3,0.938,Alto,True,Muy alto,True,30.3,0.15
19,Male,China,Undergraduate,WeChat,Entertainment,5.8,177,1.1,1.2,6.8,High,6.0,2,0.717,Medio,False,Alto,False,30.5,0.19
18,Male,Other,High School,LinkedIn,Education,4.1,124,4.6,1.8,7.9,Medium,8.4,1,0.322,Bajo,False,Moderado,False,30.2,1.12
24,Female,Other,Graduate,YouTube,Education,7.5,242,1.1,1.0,4.9,Very High,4.8,3,0.897,Alto,True,Muy alto,True,32.3,0.15
21,Male,Poland,Undergraduate,Facebook,Networking,4.0,153,4.8,2.3,8.1,High,7.1,2,0.499,Medio,False,Moderado,False,38.2,1.2
18,Female,Other,High School,Twitter,News,5.6,189,1.5,1.5,5.7,High,4.6,2,0.781,Alto,True,Alto,True,33.8,0.27
19,Female,USA,Undergraduate,Facebook,Networking,5.9,211,1.9,1.5,4.6,Very High,4.4,3,0.887,Alto,True,Alto,True,35.8,0.32
22,Male,India,Undergraduate,WhatsApp,Networking,6.0,203,1.2,1.3,6.0,Very High,5.2,3,0.87,Alto,True,Alto,False,33.8,0.2
21,Male,Other,Undergraduate,Instagram,Entertainment,2.1,99,7.4,2.4,7.2,Low,8.0,0,0.116,Bajo,False,Bajo,False,47.1,3.52
20,Male,UK,Undergraduate,Facebook,Networking,6.4,194,3.5,1.4,6.3,High,4.8,2,0.686,Medio,False,Muy alto,False,30.3,0.55
21,Male,Other,Undergraduate,Twitter,News,5.7,192,1.6,2.0,5.1,High,5.0,2,0.754,Medio,False,Alto,True,33.7,0.28
24,Female,Other,Graduate,Instagram,Entertainment,3.8,133,4.4,1.4,8.8,Medium,8.6,1,0.319,Bajo,False,Bajo,False,35.0,1.16
19,Male,Other,Undergraduate,TikTok,Entertainment,4.3,165,4.9,2.3,7.0,High,6.0,2,0.558,Medio,False,Moderado,False,38.4,1.14
21,Male,Other,Undergraduate,Twitter,News,6.3,192,1.6,1.8,5.1,High,5.3,2,0.737,Medio,False,Alto,True,30.5,0.25
18,Male,UK,High School,LinkedIn,Education,7.2,236,1.9,1.4,4.7,Very High,4.2,3,0.898,Alto,True,Muy alto,True,32.8,0.26
19,Male,USA,Undergraduate,Twitter,News,4.2,132,4.2,2.7,5.9,Medium,6.1,1,0.471,Bajo,False,Moderado,True,31.4,1.0
20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.9,126,4.5,3.1,9.2,Low,8.1,0,0.232,Bajo,False,Bajo,False,43.4,1.55
20,Male,USA,Undergraduate,TikTok,Entertainment,7.9,256,1.0,1.4,5.3,Very High,5.3,3,0.873,Alto,True,Muy alto,True,32.4,0.13
20,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,4.7,162,5.0,1.7,7.2,High,5.9,2,0.56,Medio,False,Moderado,False,34.5,1.06
23,Male,Other,Graduate,YouTube,Education,3.9,134,5.2,2.3,8.3,Low,9.0,0,0.151,Bajo,False,Moderado,False,34.4,1.33
20,Female,USA,Undergraduate,Twitter,News,5.1,176,1.9,2.1,6.4,High,7.0,2,0.626,Medio,False,Alto,False,34.5,0.37
20,Male,Other,Undergraduate,LinkedIn,Education,1.9,89,5.8,2.7,8.0,Low,7.1,0,0.235,Bajo,False,Bajo,False,46.8,3.05
22,Male,Germany,Undergraduate,Facebook,Networking,3.2,123,4.2,3.1,8.5,Low,7.8,0,0.262,Bajo,False,Bajo,False,38.4,1.31
22,Male,India,Undergraduate,Facebook,Networking,4.8,160,3.1,0.7,8.8,Medium,7.1,1,0.459,Bajo,False,Moderado,False,33.3,0.65
19,Male,Other,Undergraduate,TikTok,Entertainment,6.4,213,1.0,1.9,4.5,Very High,5.4,3,0.867,Alto,True,Muy alto,True,33.3,0.16
22,Male,Other,Undergraduate,Facebook,Networking,7.4,250,1.1,0.5,5.0,Very High,6.0,3,0.829,Alto,True,Muy alto,True,33.8,0.15
21,Male,UK,Undergraduate,Instagram,Entertainment,5.3,179,2.4,1.7,6.9,Very High,6.3,3,0.757,Medio,False,Alto,False,33.8,0.45
22,Male,Other,Undergraduate,Facebook,Networking,4.6,175,3.7,1.8,6.1,High,6.6,2,0.574,Medio,False,Moderado,False,38.0,0.8
18,Male,Other,High School,Snapchat,Entertainment,6.1,207,0.9,1.9,5.0,High,5.4,2,0.76,Medio,False,Alto,True,33.9,0.15
23,Female,USA,Graduate,YouTube,Education,2.6,103,4.9,2.5,7.6,Medium,7.5,1,0.361,Bajo,False,Bajo,False,39.6,1.88
23,Female,Other,Graduate,LinkedIn,Education,7.4,210,1.2,1.1,5.7,Very High,5.3,3,0.865,Alto,True,Muy alto,True,28.4,0.16
22,Male,USA,Undergraduate,LinkedIn,Education,5.6,204,3.3,0.3,6.7,Medium,6.7,1,0.474,Bajo,False,Alto,False,36.4,0.59
21,Female,Germany,Undergraduate,YouTube,Education,3.8,117,4.9,1.6,9.0,Medium,8.5,1,0.303,Bajo,False,Bajo,False,30.8,1.29
21,Male,Germany,Undergraduate,Instagram,Entertainment,2.1,104,6.4,2.6,8.7,Low,8.3,0,0.141,Bajo,False,Bajo,False,49.5,3.05
19,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.9,170,4.2,1.5,7.7,Medium,6.9,1,0.425,Bajo,False,Moderado,False,34.7,0.86
19,Male,India,Undergraduate,LinkedIn,Education,5.8,170,1.2,2.3,6.7,High,6.5,2,0.684,Medio,False,Alto,False,29.3,0.21
19,Female,Australia,Undergraduate,TikTok,Entertainment,6.3,187,0.8,1.4,5.5,Very High,4.5,3,0.927,Alto,True,Alto,True,29.7,0.13
18,Male,Other,High School,Twitter,News,7.3,216,1.4,0.7,5.5,Very High,5.1,3,0.868,Alto,True,Muy alto,True,29.6,0.19
18,Male,Trinidad,High School,TikTok,Entertainment,5.6,188,2.2,1.2,5.0,High,5.0,2,0.729,Medio,False,Alto,True,33.6,0.39
20,Female,Maldives,Undergraduate,Instagram,Entertainment,4.2,149,4.7,1.6,7.8,Medium,7.8,1,0.352,Bajo,False,Moderado,False,35.5,1.12
21,Female,USA,Undergraduate,Instagram,Entertainment,6.1,187,1.8,0.6,5.7,Very High,4.7,3,0.874,Alto,True,Alto,True,30.7,0.3
23,Male,Canada,Graduate,TikTok,Entertainment,5.5,179,1.6,1.7,6.5,Very High,6.6,3,0.773,Alto,True,Alto,False,32.5,0.29
22,Female,Other,Undergraduate,Twitter,News,2.3,97,3.8,1.7,7.9,Low,8.5,0,0.238,Bajo,False,Bajo,False,42.2,1.65
23,Male,Other,Graduate,LinkedIn,Education,6.5,213,0.9,0.9,5.0,Very High,4.4,3,0.929,Alto,True,Muy alto,True,32.8,0.14
22,Female,UK,Undergraduate,Facebook,Networking,4.7,164,2.4,2.1,7.0,Medium,6.4,1,0.529,Medio,False,Moderado,False,34.9,0.51
19,Female,Other,Undergraduate,YouTube,Education,7.2,230,0.8,1.8,6.2,Very High,4.9,3,0.904,Alto,True,Muy alto,False,31.9,0.11
24,Male,Italy,Graduate,Facebook,Networking,4.8,148,3.7,1.9,7.2,Medium,7.0,1,0.44,Bajo,False,Moderado,False,30.8,0.77
23,Female,Switzerland,Graduate,Instagram,Entertainment,4.0,157,2.5,2.3,7.7,Medium,6.9,1,0.496,Medio,False,Moderado,False,39.2,0.62
22,Male,Greece,Undergraduate,Facebook,Networking,3.0,122,3.8,1.6,6.9,Low,6.6,0,0.348,Bajo,False,Bajo,False,40.7,1.27
20,Male,USA,Undergraduate,Instagram,Entertainment,8.2,251,1.2,1.7,5.0,Very High,5.6,3,0.847,Alto,True,Muy alto,True,30.6,0.15
21,Male,Panama,Undergraduate,Facebook,Networking,3.6,115,4.3,1.9,6.9,Very High,7.1,3,0.631,Medio,False,Bajo,False,31.9,1.19
23,Female,Other,Graduate,YouTube,Education,7.4,221,0.8,1.8,5.8,Very High,4.2,3,0.945,Alto,True,Muy alto,True,29.9,0.11
20,Female,Peru,Undergraduate,TikTok,Entertainment,5.6,192,3.9,1.9,5.6,High,5.1,2,0.652,Medio,False,Alto,True,34.3,0.7
20,Female,USA,Undergraduate,LinkedIn,Education,7.2,216,0.9,1.7,5.8,Very High,4.1,3,0.946,Alto,True,Muy alto,True,30.0,0.12
18,Male,Luxembourg,High School,Snapchat,Entertainment,5.3,204,2.2,1.5,5.3,Very High,5.2,3,0.828,Alto,True,Alto,True,38.5,0.42
